Genre,Description
Salsaton,"La salsa-ragga est un genre musical ayant émergé de par la fusion entre la salsa et le ragga dans les années 1990, et qui a apporté un souffle nouveau à la salsa. Dans la continuité, le salsaton, fusion de la salsa et du reggaeton , voit le jour au milieu de années 2000 et qui prend de plus en plus d'ampleur."
Samba,La samba ou samba urbaine est un genre musical et de danse brésilien né dans les communautés urbaines afro-brésiliennes de Rio de Janeiro au début du XXe siècle. Les danseurs de samba — et par extension les musiciens de samba — sont appelés sambistes . La samba est un terme général désignant de nombreux rythmes qui composent les genres musicaux brésiliens les plus connus.
Samba funk,"La samba funk est un sous-genre musical issu de la fusion de la samba brésilienne et du funk américain, créé à la fin des années 1960 par le pianiste Dom Salvador et son Grupo Abolição ,. Il se base sur le mélange les mesures binaires de la samba et les mesures quaternaires du funk, récemment arrivé sur le marché musical brésilien."
Samba jazz,"La samba jazz , également connue sous le nom de jazz samba  ou hard bossa nova, est un sous-genre musical largement instrumental de la samba qui a émergé au sein de la bossa nova entre la fin des années 1950 et le début des années 1960,."
Samba rock,"La samba rock ou samba-rock  est une culture de danse et un sous-genre musical brésilien qui fusionnent la samba avec le rock, la soul et le funk. Elle est née des soirées dansantes des communautés noires des classes inférieures de São Paulo après leur exposition au rock 'n' roll et à la musique afro-américaine à la fin des années 1950."
Sambass,"La sambass , ou drum and bass brésilien) est un sous-genre musical régional de la drum and bass ayant émergé au Brésil mêlant le rythme drum and bass à la musique latine."
Scherzo,"Le scherzo, d'origine italienne, est une composition musicale de caractère plaisant ou divertissant."
Schlager,Le schlager  est un style de musique populaire apparu au début du XXe siècle.
Schranz,"La schranz est un genre de musique électronique, plus précisément un style de hardtekno. Ce terme est à l'origine attribué par le DJ allemand Chris Liebing en 1994, avant que le genre en lui-même n'émerge au début des années 2000."
Screamo,"Le screamo est un sous-genre musical dérivé de l'emo et du punk hardcore ayant émergé au début des années 1990. Il s'agit initialement d'un genre agressif dérivé de la musique emo caractérisé par de brèves chansons intenses et dissonantes. Le screamo se définit comme un style dissonant d'emo influencé par le punk hardcore faisant usage de hurlements. Les paroles se centrent souvent sur la souffrance émotionnelle, l'intérêt romantique, le féminisme, la politique, et les droits de l'Homme. Certains groupes screamo des années 1990 s'impliquent explicitement dans la politique."
Séga,Descripción no encontrada
Seggae,"Inventé dans les années 1980, le seggae est un genre musical issu de la fusion du reggae et du séga, soit un type de musique et de danse traditionnel des îles Mascareignes, dans l'océan Indien. L'une des figures les plus connues de ce mouvement est Kaya, un artiste mauricien mort en prison en 1999."
Semba,Le semba est un genre musical d'Angola.
Shibuya-kei,"Shibuya-kei  est un sous-genre musical de la J-pop originaire de Shibuya, l'un des 23 arrondissements spéciaux formant Tokyo, au Japon. Ce style peut être décrit comme un mélange de jazz, pop, et d'electropop."
Shock rock,"Le shock rock, également écrit shock-rock, est un terme regroupant plusieurs groupes dans plusieurs styles différents associant la musique rock avec des prestations en concert choquantes  mettant en scène du sexe et ou de la violence visant explicitement à provoquer. Bien qu'il soit souvent utilisé à tort pour classer des groupes, le shock rock n'est pas un style musical proprement dit puisqu'il n'est pas descriptible réellement au niveau musical et qu'il ne décrit qu'une manière d'agir sur scène."
Shoegazing,"Le shoegazing , ou shoegaze , est un sous-genre musical du rock alternatif ayant émergé à la fin des années 1980 au Royaume-Uni, lancé par des groupes tels que My Bloody Valentine, Lush, Slowdive, Chapterhouse, et Ride. Il connaît le succès jusqu'au milieu des années 1990, en particulier en 1990 et 1991, ainsi qu'un regain de popularité au début des années 2010. La presse britannique, en particulier NME et Melody Maker, nomment ce style « shoegazing », car les membres de ces groupes jouent sur scène d'une manière introspective et laissent penser qu'ils fixent  leurs chaussures ,. L'usage significatif de pédales d'effet contribue à l'image de musiciens qui regardent leurs pieds pendant les performances."
Ska,"Le ska est un style musical ayant été créé en Jamaïque à la fin des années 1950. Il se caractérise par un son rythmé et reconnaissable au contretemps marqué par la guitare électrifiée, un piano et parfois un instrument de la famille des cuivres. Il est diffusé internationalement grâce notamment au label Island Records de Chris Blackwell. Laurel Aitken, Toots & The Maytals ou encore Desmond Dekker & The Aces et The Skatalites ont été  des pionniers de ce style musical. Il aboutit au reggae et lui survit."
Ska-jazz,Le ska-jazz est un genre musical de jazz et du ska assez proche du rocksteady. Il combine la mélodie du jazz avec la rythmique et l'harmonique du ska.
Skacore,"Le ska punk est un genre musical mêlant ska et punk rock. Il atteint un succès phénoménal aux États-Unis à la fin des années 1990. Le skacore est un sous-genre du ska punk, mêlant ska et punk hardcore."
Ska punk,"Le ska punk est un genre musical mêlant ska et punk rock. Il atteint un succès phénoménal aux États-Unis à la fin des années 1990. Le skacore est un sous-genre du ska punk, mêlant ska et punk hardcore."
Skate punk,"Le skate punk  est un genre musical dérivé du punk rock  que les amateurs de skateboard, de surf et d'autres sports acrobatiques écoutent."
Skiffle,"Le skiffle est un genre de musique folklorique, d'influence jazz, country et blues. Il a pour particularité d'incorporer des instruments bricolés à partir d'accessoires domestiques : planche à laver  faisant office de batterie, basse à une corde faisant résonner un baquet à lessive ou une caisse à thé , kazoos, violons taillés dans des boîtes à cigares, peignes frottant contre du papier... La base harmonique utilise des instruments traditionnels ."
Slam,"Un slam est, historiquement, une compétition de poésie. C'est une poésie déclamée dans des espaces publics  ou dans un lieu de spectacle , avec ou sans accompagnement musical."
Slow,"Le slow est une danse lente qui se pratique en couple, enlacés, de préférence sous une lumière tamisée. La musique d’un slow est généralement douce et de tempo lent, mais il peut également s’agir d’une power ballad."
Slow fox,Le slow fox  est une danse de salon progressive caractérisée par de longs mouvements fluides et continus sur la piste de danse.
Slowcore,"Le slowcore est un sous-genre musical du rock alternatif et du rock indépendant, caractérisé par des paroles poignantes, des mélodies graves, un tempo lent, et des arrangements minimalistes. Le slowcore est souvent utilisé d'une manière interchangeable avec le terme sadcore,."
Sludge metal,"Le sludge metal, ou simplement sludge, est un sous-genre de heavy metal essentiellement apparu autour de La Nouvelle-Orléans, aux États-Unis, au milieu des années 1980. Le genre mêle des éléments de doom metal et punk hardcore, et parfois de grunge et de noise rock. Les groupes de sludge metal se lancent initialement dans une musique lente et pessimiste, généralement caractérisée par des rythmes lourds et une atmosphère sombre, une instrumentation simplifiée, et des paroles souvent chargées de messages nihilistes. Le terme « sludge » est utilisé pour désigner le son de guitare dit « boueux » dû notamment aux fortes distorsions et fuzz associés au son volontairement sales dans la pure tradition du punk hardcore et du metal extrême."
Smooth jazz,"Le smooth jazz est un genre musical du jazz, utilisant des sonorités douces , souvent avec un côté jam  du jazz et les influences de musique soul, funk et pop."
Snap,"Le snap est un sous-genre de hip-hop ayant émergé à la fin des années 1990 dans le Sud des États-Unis, en particulier à Bankhead, Atlanta. Le crunk est considéré par la presse spécialisée comme « le prédécesseur du snap,. » Les premiers artistes du genre incluent D4L, Dem Franchize Boys, et K-Rab."
Soca,"La soca est un genre musical caribéen né à Trinidad-et-Tobago dans les années 1970, né du carnaval."
Soft rock,"Le soft rock, ou light rock, est un style musical utilisant les techniques du rock  moins agressif."
Son cubain,"Le son est un genre musical cubain dansant qui a atteint une projection internationale à partir des années 1930. Ce rythme combine la structure et les caractéristiques de la musique espagnole avec des éléments et instruments musicaux afro-cubains et indigènes. Le son cubain est l'un des genres les plus influents de la musique latino-américaine ; ses dérivés et fusions, en particulier la salsa et le mambo, se sont largement répandus dans le monde entier.  Sa structure musicale existe dans d'autres pays des Caraïbes avec d'autres noms et variations. En septembre 2012, le son a été déclaré patrimoine culturel de Cuba."
Sonate,"Une sonate est une composition instrumentale de musique classique à plusieurs mouvements . Il ne faut pas la confondre avec l'une des formes les plus importantes, la forme sonate. Le premier mouvement d'une sonate est, d'ailleurs, généralement de forme sonate."
Songo,"Le songo est un dérivé du son montuno développé dans les années 1970 au sein de Los Van Van, groupe de musique cubaine dirigé par Juan Formell. Il est l'un des précurseurs de la timba actuelle à Cuba et ailleurs."
Sophisti-pop,"La sophisti-pop est un sous-genre de la musique pop dérivé de la new wave, ayant émergé vers le milieu des années 1980 au Royaume-Uni. « Produit des années 80 », son nom fait référence aux arrangements musicaux complexes qui lui sont caractéristiques. Elle intègre des éléments de pop, de jazz et de soul. En partie influencée par Bryan Ferry et son groupe Roxy Music, elle est popularisée par des groupes britanniques tels que Sade, Simply Red, Swing Out Sister ou The Style Council du milieu à la fin des années 1980, avant de pratiquement disparaître au début des années 1990. La sophisti-pop connaît néanmoins un renouveau à l'aube des années 2010, influençant le travail de plusieurs artistes contemporains."
Soukous,"Le soukous  est un genre musical originaire de la République du Congo et de la République démocratique du Congo. Dérivé de la rumba congolaise, il est devenu populaire à partir des années 1960."
Soul,"La musique soul, ou simplement soul, est une musique populaire afro-américaine apparue à la fin des années 1950 aux États-Unis et dérivée, entre autres, à la fois du gospel et du rhythm and blues. Elle est considérée par certains comme un retour du rhythm and blues aux racines dont il est issu : le gospel ."
Soul blues,"La soul blues est un genre de blues ayant émergé à la fin des années 1960 et au début des années 1970, caractérisé par un mélange d'éléments de musiques soul et urbaine contemporaine,."
Soul jazz,"Le soul jazz, aussi stylisé soul-jazz, est un sous-genre du jazz issu du hard bop. Il incorpore des influences des blues de rhythm and blues et de gospel. Les claviers, et surtout l'orgue Hammond, y figurent grandement."
Soul progressive,La soul progressive   est un type de musique afro-américaine qui utilise une approche progressive.
Soul psychédélique,"La soul psychédélique est une expression utilisée pour désigner le style musical issu d'une fusion du rock psychédélique, de la musique soul ainsi que du funk. Elle prospérera à la fin des années 1960 et au début des années 1970."
Southern gospel,"Le Southern gospel est un genre de musique chrétienne né dans le sud-est des États-Unis à la fin du XIXe siècle. Initialement les groupes de southern gospel étaient composés de quartettes chantant des hymnes et cantiques d'église, mais le style a évolué au cours du XXe siècle, les formations s'affranchissant de ce modèle traditionnel. Comme tout genre musical chrétien, les paroles des chansons sont inspirées de la Bible et de la vie chrétienne."
Southern soul,"La Southern soul  est un type de musique soul qui émerge dans le Sud des États-Unis à la fin des années 1950. Elle est aussi appelée Deep soul, en référence au Deep South, le « Sud profond ». Cette musique provient d'une combinaison de plusieurs styles, y compris le blues , la musique country, le rock 'n' roll précoce et une forte influence gospel qui émane des sons des églises noires du sud. L'accent de cette musique n'est pas mis sur ses paroles, mais sur la « sensation » ou sur le groove. Cette puissance rythmique en fait une forte influence dans l'essor de la musique funk. Les termes « Country soul », « Downhome soul » et « Hard soul » sont également utilisés comme synonymes de « Southern soul ». La Southern soul est à son apogée dans les années 1960, lorsqu'est créée la Memphis soul."
Space age pop,"La space age pop  ou bachelor pad music  est un sous-genre musical d'easy listening ou de musique lounge associée aux compositeurs, auteurs-compositeurs et chefs d'orchestre américains et mexicains de l'ère spatiale des années 1950 et 1960."
Space rock,"Le space rock, appelé à l'origine « musique planante », est un sous-genre de la musique rock : le terme désigne tout d'abord la musique jouée par des groupes, surtout britanniques, de rock progressif et de rock psychédélique des années 1960 – 1970 tels que Hawkwind, Gong et Pink Floyd, et se caractérise par des passages instrumentaux longs dominés par des morceaux d'orgue électronique, de synthétiseur, de guitare expérimentale ; et de thèmes lyriques basés sur la science-fiction et l'espace, empreints de poésie ."
Speed garage,"Le speed garage, occasionnellement appelé Plus-8, est un genre de l'musique dance, associé à la scène UK garage."
Speed metal,"Le speed metal est un sous-genre du heavy metal, ayant émergé au début des années 1980. Le terme est initialement utilisé par les journalistes pour désigner les groupes de heavy metal traditionnel qui accéléraient le tempo de certaines de leurs chansons parfois sous l'influence du hardcore. Il s'agit donc d'une forme stylistique à part entière souvent considérée comme préliminaire au thrash metal dans l'évolution du heavy metal dans les années 1980. Cependant, l'emploi du terme est sujet à confusion, car il est aussi parfois entendu comme un synonyme des genres dérivées de celui-ci : le thrash metal et le power metal."
Speedcore,"Le speedcore est un genre musical dérivé de la techno hardcore, directement influencé par la musique gabber, caractérisé par un BPM très rapide et frénétique  et un thème habituellement agressif. Ce genre marque un certain retour vers la musique industrielle : musique bruitiste, anticonformisme, expérimentations, parfois avec la volonté de ne faire que du bruit et de choquer les auditeurs ou parfois, au contraire, dans sa forme psychédélique extrêmement travaillée, de faire entrer les auditeurs en transe."
Splittercore,"Le speedcore est un genre musical dérivé de la techno hardcore, directement influencé par la musique gabber, caractérisé par un BPM très rapide et frénétique  et un thème habituellement agressif. Ce genre marque un certain retour vers la musique industrielle : musique bruitiste, anticonformisme, expérimentations, parfois avec la volonté de ne faire que du bruit et de choquer les auditeurs ou parfois, au contraire, dans sa forme psychédélique extrêmement travaillée, de faire entrer les auditeurs en transe."
Stoner rock,"Le stoner rock, desert rock ou encore stoner metal, est un sous-genre du rock et du metal se caractérisant par des rythmiques hypnotiques, simples et répétitives, une basse très lourde, un chant mélodique, et une production « rétro ». Il combine des éléments de doom metal, rock psychédélique, blues rock, acid rock et heavy metal,. Le stoner émerge et devient très populaire au cours des années 1990 avec les groupes Kyuss et Sleep."
Street punk,"Street punk  est un genre musical de punk rock ciblant la classe ouvrière ayant émergé durant les années 1980, en partie en réponse aux prétentions artistiques de la première vague du punk britannique,. Le street punk émerge du style oi!, joué par des groupes comme Sham 69, Blitz, The Business, Angelic Upstarts, Cockney Rejects et The Exploited,,. Cependant, le street punk dépasse les limites de la forme oi! grâce à des groupes comme GBH, Chaos UK, Discharge, Anti-Nowhere League et Oxymoron. Les street punks ont généralement un aspect beaucoup plus flamboyant contraire à l'image de la classe ouvrière ou des skinheads associés à certains groupes de oi!."
Sunshine pop,"Le sunshine pop est un sous-genre de la musique pop, caractérisé par une attitude joviale, des harmonies vocales en close harmony et une production sophistiquée, bien qu'il n'y ait pas de définition formelle ou objective. Cette musique a atteint un sommet du milieu des années 1960 au début des années 1970 et a par la suite disparu dans l'obscurité. Le terme « sunshine pop » n'a plus été en usage jusqu'à ce que ce genre de musique ait connu une renaissance dans les années 1990. The Beach Boys, The Buckinghams et The Mamas & the Papas en ont été des groupes caractéristiques,."
Surf,"La surf music est un genre de musique populaire associé à la culture du surf, en particulier celle du comté d'Orange, en Californie, et d'autres lieux situés au Sud de la Californie. Le genre est spécifiquement popularisé entre 1961 et 1966, ravivé, et a inspiré le rock. Il contient deux formes majeures : le surf rock, largement instrumental caractérisé par une guitare électrique ou un saxophone jouant la mélodie principale, lancé par Dick Dale et les Del-Tones, et la surf pop vocale, caractérisée par des ballades surf et des éléments de dance, souvent accompagnée d'harmonies entraînantes associées aux Beach Boys."
Swamp blues,"Le swamp blues est une forme de blues très évolué et spécifique. Dérivé du Louisiana blues, ce genre de musique est réputé pour ses rythmes qui dominent une musique qui est simultanément funky et gaie."
Swamp pop,"Le swamp pop est un genre musical originaire de la région d'Acadiane en Louisiane, issue du mélange de plusieurs styles musicaux se côtoyant au sein d'un même creuset musical. Le swamp pop music est un mélange de blues, de rock, de country, de boogie, et de zydeco. Les musiciens sont majoritairement cajuns et créoles descendants de la Louisiane française, d'Acadie ou de Saint-Domingue. Les paroles chantées sont un mélange de parler cadien, de français standard, et d'anglais."
Swing,"Le swing est un genre musical et une danse qui tire ses racines du jazz. Selon certains auteurs, le swing accompagne toute l'histoire du jazz ; pour d'autres, comme André Hodeir, il est devenu un courant musical du jazz qui prend son essor au milieu des années 1920 et va jusqu'à l'avènement du bebop dans les années 1940. Par extension, ce courant est également appelé « ère des big bands », « époque du swing » ou tout simplement « swing »."
Symphonie,"Une symphonie est une composition instrumentale savante, de proportions généralement vastes, comprenant plusieurs mouvements joints ou disjoints et faisant appel aux ressources de l'orchestre symphonique."
Synthpop,"La synthpop , également connue sous les désignations électropop et technopop, hormis dans les pays francophones où l'on utilise simplement le terme new wave, est un genre musical qui a eu le synthétiseur pour principal instrument et qui a pris de l'importance de la fin des années 1970 au milieu des années 1980. Auparavant, dès le début des années 1970, le synthétiseur figurait dans le rock progressif, l'electronic art rock, le disco et en particulier le « krautrock », sous-genre allemand du rock progressif et planant illustré par des groupes comme Tangerine Dream et Kraftwerk. La synthpop se popularise sous un genre distinct au Japon et au Royaume-Uni durant l'ère post-punk et se trouve largement impliquée dans le mouvement new wave de la fin des années 1970 au milieu des années 1980."
Synthpunk,Le synthpunk  est un genre musical mêlant éléments de musique électronique et punk rock.
Synthwave,"La synthwave, également appelée retrowave, est un genre musical et artistique ayant émergé au début des années 2010, influencé par la musique et les films des années 1980,,,. Le genre naît d'un mouvement de nostalgie de ladite décennie en proposant les mêmes sonorités, accords et mélodies mais avec une production plus moderne, un rendu plus ambiant et une utilisation plus rare du chant,."
T-pop,"La T-pop, ou pop taïwanaise , est une expression désignant la musique populaire  taïwanaise chantée en taïwanais , par opposition à celle chantée en chinois mandarin, langue officielle de la Chine continentale et de Taïwan."
Tango,"Le tango est un genre musical et une danse de salon argentine et uruguayenne, plus précisément du Río de la Plata, née à la fin du XIXe siècle. Comme forme rythmique, il désigne le plus souvent une mesure à deux ou quatre temps plutôt marquée, mais avec un vaste éventail de tempos et de styles rythmiques très différents selon les époques et les orchestres."
Tango nuevo,"Le nuevo tango est un style musical créé par Astor Piazzolla dans les années 1960, qui a obtenu un succès mondial avec la composition Libertango dans les années 1970."
Taqwacore,"Le taqwacore est un sous-genre de punk en rapport avec l'islam et sa culture. Le terme est initialement utilisé par l'écrivain américain Michael Muhammad Knight dans un roman intitulé The Taqwacores. Il s'agit d'un mot-valise qui regroupe le punk hardcore et le mot arabe taqwa, qui peut se traduire par l'expression « vivre la piété » et qui dénote à la fois d'une peur et d'un amour du divin.  Il n'y a pas encore de son définitif au taqwacore, les artistes se réclamant du genre jouant divers genres de musique variant du punk au hip-hop."
Tarentelle,"La tarentelle  est un type de danse traditionnelle associée à une forme musicale originaire du Sud de l'Italie. Elle est  présente dans les Pouilles, la Calabre et la Campanie. Il s'agit d'une ronde, ou plus récemment d'une danse de couple exercée au sein d'une ronde, toujours pratiquée sans contact corporel entre les danseurs. Ses formes les plus connues sont la pizzica dansée dans les Pouilles et la tammurriata en Campanie."
Tech house,"La tech house est un sous-genre musical de la house mêlant éléments de techno et de house. Le terme de « tech house » se développe chez les disquaires comme une catégorie de musique électronique mêlant les aspects musicaux de la techno,. La musique est associée à la techno de Détroit et du Royaume-Uni . Au milieu et à la fin des années 1990, une scène se développe dans les boîtes de nuit britanniques comme The End dirigée par Mr.C & Layo Paskin, Heart & Soul, et Wiggle dirigée par Terry Francis et Nathan Coles. D'autres DJs et groupes de la scène incluent notamment Charles Webster, Bushwacka!, Dave Angel, Herbert, Funk D'Void, Ian O'Brien, Derrick Carter, et Stacey Pullen,."
Tech trance,La tech trance est un sous-genre musical de l'electronic dance music  mêlant les genres techno et trance comme son nom l'indique.
Techno,"La techno est un genre de musique électronique ayant émergé aux États-Unis au milieu des années 1980. Le plus souvent composée en home studio et réinterprétée par des disc jockeys lors de pratiques festives, la techno est avant tout une musique de danse, par essence répétitive. Sa gestation se fait en parallèle de l'apparition de la house music à Chicago, mais la techno s'inspire plus volontiers encore de l'electro et de la new wave, ainsi que de la soul, du funk et des thèmes musicaux futuristes qui prévalaient dans la culture populaire, notamment de l'Amérique industrielle de la fin de la guerre froide. Au cours des années 1990, la techno se développe en véritable culture musicale grâce à l'accueil que réservent l'Angleterre et surtout l'Allemagne aux artistes de Détroit."
Techno de Détroit,La techno de Détroit est un style de musique techno qui recense généralement les chansons de groupes et musiciens originaires de Détroit composées pendant les années 1980 et au début des années 1990. La techno de Détroit est à la fois proche de la musique électronique européenne des années 1970  mais aussi du P-funk .
Techno hardcore,Descripción no encontrada
Techno minimale,"La techno minimale est un sous-genre minimal de la techno, caractérisée par une structure musicale répétitive. La techno minimale semble s'être développée au début des années 1990 et lancée par les producteurs Robert Hood et Daniel Bell, originaires de Détroit aux Etats-Unis. Au début des années 2000, le terme « minimale » décrit à l'origine un style de techno popularisé en Allemagne par des labels tels que Kompakt, Perlon, et M-nus de Richie Hawtin."
Techstep,"La techstep est un sous-genre musical, popularisé à la fin des années 1990, caractérisé par une atmosphère obscure renvoyant à la science-fiction. Le genre s'inspire de la musique industrielle et de la techno avec laquelle il partage l'utilisation d'instruments comme le synthétiseur et la boîte à rythmes. La techstep reste néanmoins un sous-genre du drum and bass, notamment par sa structure musicale."
Tecno-brega,"Le tecno-brega est une musique brésilienne venant du nord du pays, et plus précisément de Belém. Cette musique est souvent créée en remixant des chansons populaires et des musiques des années 1980. « Pur produit d'une région pauvre », c'est aussi « une revendication de la différence. »"
Tecno rumba,"La tecno-rumba, aussi orthographié tecno rumba ou techno-rumba, est un genre musical d'origine espagnole qui fusionne de la technopop avec des sonorités inspirées de la rumba flamenca. Bien que ce type de mélange ait commencé à être fait dans les années 1970 et 1980, le terme de tecno-rumba est utilisé depuis la seconde moitié des années 1990 pour définir un style musical initié par le groupe Camela, auquel une succession de groupes et d'artistes en solo ont également adhéré."
Teen pop,"La teen pop  est un courant commercial de la musique pop, spécialement orientée vers le public adolescent,. Il couvre des genres et des styles musicaux tels que la pop ou le rock. Les artistes de teen pop sont appelés des teen stars ou teen idols. Le style est particulièrement très populaire de 1998 à 2002, avec des artistes américains et/ou britanniques comme les Backstreet Boys, *NSYNC, les Spice Girls, Britney Spears, Avril Lavigne et Christina Aguilera, et des artistes français comme Kyo, Lorie et M. Pokora."
Terrorcore,Le terrorcore  est un genre musical dérivé de la techno hardcore ayant émergé au milieu des années 1990.
Texas blues,Le Texas blues est une forme de blues développé au Texas dont le style a connu plusieurs variations mais qui est typiquement joué avec plus de swing que les autres formes de blues
Thrash metal,"Le thrash metal est un style de metal  apparu au début des années 1980. Issu du heavy metal, il se développe surtout aux États-Unis, en Allemagne et au Royaume-Uni. Les groupes Megadeth, Metallica, Slayer, et Anthrax sont reconnus par le grand public et la presse spécialisée comme les leaders du genre, constituant à eux quatre ce que les fans et la presse spécialisée ont communément appelé le Big Four of Thrash."
Thrash metal allemand,"Le thrash metal allemand désigne une scène régionale du thrash metal ayant émergé durant les années 1980 en Allemagne. Avec le Bay Area thrash metal, le East Coast thrash metal, et le thrash metal brésilien, il s'agit de l'une des scènes majeures de la scène thrash metal."
Thrashcore,"Le thrashcore  est un sous-genre musical, caractérisé par un tempo élevé appartenant au punk hardcore."
Timba,La timba est un genre musical né à Cuba à la fin des années 1980.
Toccata,"La toccata  est, dans la musique baroque, une composition de forme libre pour les instruments à clavier — orgue, clavecin ou piano. Elle est caractérisée par ses figures brillantes, sa virtuosité et son énergie rythmique, avec des sections imitatives ou plus lentes. À l'origine, il s'agit d'une courte improvisation, ou d'un prélude impromptu, destinée à prendre contact avec un instrument. Elle est jouée isolément, soit dans un contexte religieux , soit dans un contexte profane, lors d'un concert. Si la cantate  est une pièce à chanter, la sonate  une pièce à « sonner », la toccata est une pièce à « toucher », devenue progressivement une démonstration de la dextérité de l'interprète, à même de faire apprécier les qualités de l'instrument."
Trallpunk,"Le trallpunk est un sous-genre musical du punk rock ayant émergé en Suède. Il se caractérise par des morceaux rapides de batterie, un son mélodieux, et des paroles souvent politiques. Généralement, Asta Kask et Strebers sont considérés comme les premiers groupes de trallpunk, mais les avis divergent. Dans les années 1990, le trallpunk se popularise, en particulier dans le club Kafé 44 de Stockholm et avec des groupes tels que De Lyckliga Kompisarna  et Radioaktiva räker."
Trance,"La trance  est un genre de musique électronique ayant émergé en Allemagne au début des années 1990. Il se caractérise par un tempo oscillant entre 125 et 160 battements par minute , des phrases mélodiques répétitives, et une forme musicale montante et descendante. La trance est un genre en elle-même, mais peut également inclure des éléments d'autres styles de musique électronique, comme la techno, l'acid house et la new beat, l'électro-pop dite musique new wave , ou encore la musique ambient de  chill-out."
Trance Goa,"La trance Goa est un genre de musique trance ayant émergé à la fin des années 1980 à Goa, en Inde et produite au début des années 1990 dans le style qu'on connait aujourd'hui, principalement à partir de 1994 en Grande-Bretagne, en Israël et en Allemagne  avant d'être rattachée à la musique trance psychédélique ainsi qu'à toutes ses composantes qui la composent actuellement."
Trance psychédélique,"La trance psychédélique, également appelée psytrance  ou simplement psy , est un genre de musique électronique caractérisé par un rythme soutenu et des mélodies créées par des riffs rapides."
Trance vocale,"La trance vocale est un sous-genre musical de la trance, caractérisé par des mélodies travaillées et de longues introductions. Le sous-genre émerge au début des années 1990, lors du développement de la trance. Même si les premières chansons faisaient usage de voix mélangées au rythme, les premiers exemples du style apparaissent en 1992 et 1993."
Trap,"La trap est un courant musical issu du hip-hop sudiste, ayant émergé au début des années 2000 dans le sud des États-Unis,. Il se caractérise par son contenu lyrique et un son particulier, lié notamment à l'utilisation importante du kick de la boîte à rythme Roland TR-808 , des doubles croches, triolets et autres divisions temporelles plus rapides aux sonorités charleston, des nappes de synthétiseur et des ensembles de cordes virtuelles,."
Tribal house,"La tribal house  est un sous-genre musical de la musique house mélangeant house traditionnelle et musiques du monde. La structure est similaire à celle de la deep house, mais fournit des percussions de type musique indigène ."
Tribe,"La tribe est un genre de musique techno ayant émergé dans les années 1990. Directement issue du mouvement free party, la tribe reste fortement liée à cette culture et est par conséquent régulièrement pratiquée lors d'évènements festifs alternatifs de ce type, où elle reste très appréciée. Le sound system britannique Spiral Tribe est souvent cité en référence comme ayant eu une très grande influence sur ce style."
Trip hop,"Le trip hop est un genre musical ayant émergé au début des années 1990, dans la région de Bristol, au Royaume-Uni. Dérivé de la « post »-acid house, le terme est utilisé par la presse spécialisée britannique et les médias pour décrire une variante plus expérimentale du breakbeat inspirée de la soul, du funk et du jazz. Le genre est décrit comme un « choix européen alternatif de la seconde moitié des années '90s », et comme « une façon de mélanger hip-hop et electronica jusqu'à ce que les deux genres soient méconnaissables. »"
Tropical house,"La tropical house est un sous-genre de la deep house et de la house. Les artistes évoluant dans ce genre sont souvent présents dans différents festivals, tels que Bakermat avec la scène Bakermat and Friends à Tomorrowland en 2014. Parmi les artistes de tropical house, on peut citer Kygo, Klangkarussell, Klingande, Lost Frequencies, Matoma. Bien qu’on puisse faire remonter les origines de la tropical house à la chanson Sunchyme de Dario G, sortie en 1997 et utilisée à de nombreuses reprises par la suite, ce n’est pas avant le début des années 2010 que le genre est réellement défini."
Tropipop,"La tropipop, ou pop colombienne, est un genre musical ayant émergé à la fin des années 1990 en Colombie. Il s'agit d'un mélange de musique colombienne, en particulier Vallenato, et de genres musicaux latins comme la salsa et le merengue, de la pop et le pop rock. Le terme de « tropipop » dérive d'un mélange entre tropical et pop décrivant le mélange entre racines musicales latines et musique populaire américaine,."
Tumba francesa,Descripción no encontrada
Twarab,"Le twarab — appelé ainsi aux Comores, et appelé taarab à Zanzibar — est un concours de chant."
Twee pop,"Le twee pop est un sous-genre du rock alternatif, plus particulièrement de l'indie pop, caractérisé par des mélodies légères et des paroles souvent naïves. Twee est une altération enfantine de sweet . Le mot désigne en anglais britannique quelque chose de délibérément « mignon » et innocent."
UK garage,"Le UK garage  est un genre de musique électronique ayant émergé au Royaume-Uni au début des années 1990. Il puise ses inspirations du garage house américain. L'une des caractéristiques usuelles du genre est l'utilisation d'un rythme particulier ; les hi-hats sont souvent mixés de telle manière que l'auditeur a l'impression d'être « étouffé », et le kick est joué en syncope."
UK hardcore,"Le UK hardcore est un genre musical dérivé de la techno hardcore, dont les caractéristiques musicales sont principalement orientées et directement liées au happy hardcore , et influencé par diverses variétés de musiques rave, ayant émergé et s'étant développé au début des années 1990 au Royaume-Uni."
Unblack metal,"L'unblack metal est un genre musical et la variante chrétienne du black metal. C'est un genre controversé, car certains fans de black metal pensent que le nihilisme et le sentiment anti-chrétien et plus généralement anti-religieux est la base du black metal. Ce genre est parfois appelé HUBM pour « Holy UnBlack Metal »."
